file_name,index,fake_or_true,feeling
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1067.txt,1067,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1068.txt,1068,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1069.txt,1069,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\107.txt,107,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1070.txt,1070,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1071.txt,1071,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1072.txt,1072,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1073.txt,1073,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1074.txt,1074,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1075.txt,1075,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1076.txt,1076,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1077.txt,1077,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1078.txt,1078,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1079.txt,1079,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\108.txt,108,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1080.txt,1080,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1081.txt,1081,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1082.txt,1082,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1083.txt,1083,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1084.txt,1084,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1085.txt,1085,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1086.txt,1086,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1087.txt,1087,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1088.txt,1088,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1089.txt,1089,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\109.txt,109,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1090.txt,1090,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1091.txt,1091,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1092.txt,1092,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1093.txt,1093,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1094.txt,1094,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1095.txt,1095,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1096.txt,1096,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1097.txt,1097,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1098.txt,1098,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1099.txt,1099,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\11.txt,11,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\110.txt,110,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1100.txt,1100,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1101.txt,1101,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1102.txt,1102,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1103.txt,1103,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1104.txt,1104,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1105.txt,1105,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1106.txt,1106,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1107.txt,1107,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1108.txt,1108,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1109.txt,1109,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\111.txt,111,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1110.txt,1110,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1111.txt,1111,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1112.txt,1112,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1113.txt,1113,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1114.txt,1114,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1115.txt,1115,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1116.txt,1116,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1117.txt,1117,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1118.txt,1118,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1119.txt,1119,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\112.txt,112,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1120.txt,1120,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1121.txt,1121,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1122.txt,1122,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1123.txt,1123,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1124.txt,1124,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1125.txt,1125,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1126.txt,1126,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1127.txt,1127,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1128.txt,1128,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1129.txt,1129,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\113.txt,113,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1130.txt,1130,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1131.txt,1131,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1132.txt,1132,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1133.txt,1133,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1134.txt,1134,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1135.txt,1135,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1136.txt,1136,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1137.txt,1137,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1138.txt,1138,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1139.txt,1139,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\114.txt,114,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1140.txt,1140,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1141.txt,1141,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1142.txt,1142,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1143.txt,1143,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1144.txt,1144,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1145.txt,1145,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1146.txt,1146,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1147.txt,1147,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1148.txt,1148,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1149.txt,1149,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\115.txt,115,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1150.txt,1150,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1151.txt,1151,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1152.txt,1152,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1153.txt,1153,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1154.txt,1154,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1155.txt,1155,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1156.txt,1156,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1157.txt,1157,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1158.txt,1158,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1159.txt,1159,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\116.txt,116,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1160.txt,1160,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1161.txt,1161,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1162.txt,1162,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1163.txt,1163,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1164.txt,1164,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1165.txt,1165,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1166.txt,1166,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1167.txt,1167,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1168.txt,1168,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1169.txt,1169,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\117.txt,117,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1170.txt,1170,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1171.txt,1171,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1172.txt,1172,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1173.txt,1173,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1174.txt,1174,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1175.txt,1175,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1176.txt,1176,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1177.txt,1177,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1178.txt,1178,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1179.txt,1179,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\118.txt,118,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1180.txt,1180,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1181.txt,1181,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1182.txt,1182,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1183.txt,1183,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1184.txt,1184,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1185.txt,1185,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1186.txt,1186,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1187.txt,1187,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1188.txt,1188,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1189.txt,1189,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\119.txt,119,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1190.txt,1190,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1191.txt,1191,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1192.txt,1192,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1193.txt,1193,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1194.txt,1194,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1195.txt,1195,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1196.txt,1196,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1197.txt,1197,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1198.txt,1198,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1199.txt,1199,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\12.txt,12,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\120.txt,120,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1200.txt,1200,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1201.txt,1201,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1202.txt,1202,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1203.txt,1203,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1204.txt,1204,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1205.txt,1205,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1206.txt,1206,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1207.txt,1207,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1208.txt,1208,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1209.txt,1209,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\121.txt,121,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1210.txt,1210,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1211.txt,1211,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1212.txt,1212,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1213.txt,1213,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1214.txt,1214,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1215.txt,1215,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1216.txt,1216,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1217.txt,1217,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1218.txt,1218,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1219.txt,1219,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\122.txt,122,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1220.txt,1220,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1221.txt,1221,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1222.txt,1222,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1223.txt,1223,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1224.txt,1224,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1225.txt,1225,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1226.txt,1226,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1227.txt,1227,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1228.txt,1228,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1229.txt,1229,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\123.txt,123,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1230.txt,1230,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1231.txt,1231,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1232.txt,1232,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1233.txt,1233,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1234.txt,1234,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1235.txt,1235,Fake,1
